,ISBN,title,author,pub_year,publisher,categories,description
14824,048628039X,The Cricket on the Hearth and Other Christmas Stories (Dover Thrift Editions),Charles Dickens,1994,Dover Publications,Fiction,"Dickens's delightful evocations of a Victorian Christmas include the title story, a heartwarming fable of home life; ""The Holly-Tree,"" concerning love reclaimed at a country inn; and ""The Haunted House,"" an entertaining account of a belligerent ghost. Combining realism and fantasy, these tales attest to their author's flair for characterization and the picturesque."
14825,486406466,Songs for the Open Road : Poems of Travel and Adventure (Dover Thrift Editions),The American Poetry &amp; Literacy Project,1999,Dover Publications,Poetry,"More than 80 poems by 50 American and British masters celebrate real and metaphorical journeys. Poems by Whitman, Byron, Millay, Sandburg, Langston Hughes, Emily Dickinson, Robert Frost, Shelley, Tennyson, Yeats, many others. Includes 4 selections from the Common Core State Standards Initiative."""
14826,446377651,Side Tracked Home Executives,Pam Young,1983,Warner Books,Home economics,
14827,61044539,Cooks Overboard (Angie Amalfi Mysteries),Joanne Pence,1998,HarperTorch,Fiction,"In this 6th delightful culinary mystery from Joanne Pence, dilettante chef Angie Amalfi plans a romantic cruise with her hunky boyfriend, but hits rough water when murder becomes part of the itinerary. Food writer and culinary entrepreneur Angie Amalfi imagined a high seas cruise aboard a ship bound for Acapulco with her homicide detective boyfriend Paavo Smith would be heaven. With no crowds or pending police business, it might even provide Paavo the perfect opportunity to propose. But Angie's ""Love Boat"" fantasy starts springing leaks almost immediately, beginning with the cook's bizarre attempt to jump ship...in the middle of the ocean! Add an oddball collection of fellow passengers, yawningly unimaginative onboard meals, Paavo's increasingly bizarre behavior, and the fact that someone's been rifling through her luggage, and Angie's soon ready to leap overboard herself. But it's not until she offers to help out in the galley and murder is abruptly added to the menu that Angie finds herself heading into very dangerous waters indeed."
14828,3548600808,Elementarteilchen.,Michel Houellebecq,2001,List Taschenbuchverlag,,
14829,743442539,The Spy Who Came In from the Cold,John le Carre,2001,Scribner,Fiction,"Secret agent Leamas is on a mission in East Berlin, but he has doubts about the organization he serves."
14830,552150738,Angels and Demons,Dan Brown,2003,Corgi Adult,Anti-Catholicism,"When a world renowned scientist is found brutally murdered in a Swiss research facility, a Harvard professor, Robert Langdon, is summoned to identify the mysterious symbol seared onto the dead man's chest. His baffling conclusion: that it is the work of the Illuminati, a secret brotherhood presumed extinct for nearly four hundred years - reborn to continue their bitter vendetta against their most hated enemy, the Catholic church. In Rome, the college of cardinals assembles to elect a new pope. Yet somewhere within the walls of the Vatican, an unstoppable bomb of terrifying power relentlessly counts down to oblivion. While the minutes tick away, Langdon joins forces with Vittoria Vetra, a beautiful and mysterious Italian scientist, to decipher the labyrinthine trail of ancient symbols that snakes across Rome to the long-forgotten Illuminati lair - a secret refuge wherein lies the only hope for the Vatican. But, with each revelation comes another twist, another turn in the plot, which leaves Langdom and Vetra reeling and at the mercy of a seemingly invisible enemy... Angels &amp; Demons is a breathtakingly brilliant thriller which catapults the reader through the antiquity of Rome, through sealed crypts, dangerous catacombs, deserted cathedrals and even the most secret vault on earth. As the prequel to Dan Brown's worldwide bestseller,The Da Vinci Code, it has the distinction of introducing his readers to Harvard symbologist, Robert Langdon.Angels &amp; Demonsbegins the journey of enlightening epiphanies to dark truths as the battle between science and religion turns to war."
14831,140250832,House of Sleep,Jonathan Coe,,Penguin Putnam~trade,,
14832,312498349,The Lord God Made Them All,James Herriot,1981,St. Martin's Press,Biography &amp; Autobiography,"Continues the memoirs of Yorkshire veterinarian James Herriot as life for Herriot, his wife, and two children gets back to normal after the war"
14833,312970048,Zero Option,Peter T. Deutermann,1999,Hambledon &amp; London,Fiction,"While investigating a scam involving public auctions of military surplus materials, military investigator David Stafford discovers that a cylinder containing a hazardous biochemical weapon has vanished, and no one in the powerful military bureaucracy will admit that it is gone. Reprint."
14834,786918047,"Time of the Twins (Dragonlance Legends, Vol. 1)",Margaret Weis,2001,Wizards of the Coast,Fiction,"In the uneasy peace following the War of the Lance, Caramon and Tasslehoff the Kender set out to reform Caramon's twin brother Raistlin, the most powerful warrior of evil in the land of Krynn. Reprint."
14835,802136680,This Boy's Life: A Memoir,Tobias Wolff,2000,Grove Press,Biography &amp; Autobiography,"The author chronicles the tumultuous events of his early life, discussing his parents' divorce, the nomadic wanderings with his mother that followed, and the strange and eventful process of growing up."
14836,312962444,The Judgment (Judgement),William J Coughlin,1999,St. Martin's Press,Fiction,"When ace lawyer Charley Sloan is drawn into a case involving a series of bizarre murders of small children and is also asked to defend the Detroit Police Commissioner in a high profile case, Sloan must devote his energies to two draining, controversial cases"
14837,425170357,Trick of Light,David Hunt,1999,Berkley Publishing Group,Fiction,"Kay Farrow, a colorblind photographer, roams San Francisco in search of clues to the death of her mentor, a photojournalist who mysteriously wandered into a netherworld of decadence. By the author of The Magician's Tale. Reprint."
14838,345329821,Raney,Clyde Edgerton,1992,Ballantine Books,Fiction,Charles and Raney Shepherd try to reconcile their conflicting viewpoints and adjust to a new life together as husband and wife
14839,345370724,Killer Diller,Clyde Edgerton,1992,Ballantine Books,,
14840,679767223,My Dog Skip,Willie Morris,1996,Vintage Books USA,Biography &amp; Autobiography,"The author offers an account of growing up in the rural South of the 1940s, sharing anecdotes about his extraordinary dog, Skip, and reflecting on the relationship between a young boy and his beloved pet. Reissue. (A Warner Bros. film, produced by Mark Johnson, starring Kevin Bacon, Diane Lane, Luke Wilson, Frankie Muniz, and ""Eddie"") (Biography)"
14841,312983395,The Sunbird,Wilbur Smith,2002,St. Martin's Paperbacks,,
14842,380727617,Who in Hell Is Wanda Fuca?,G.M. Ford,1996,Avon,Fiction,"Leo Waterman, a Seattle private detective, is hired by elderly mobster Tim Flood, who wants Leo to find his granddaughter and bring her home safely"
14843,843949651,Noble Intentions,Katie Macalister,2002,Leisure Books,,
14844,756401666,Sun In Glory (A Valdemar Anthology),Mercedes Lackey,2003,Daw Books,Fiction,"A collection of thirteen new tales from such noted authors as Tanya Huff, Judith Tarr, and Fiona Patton, celebrate the world of Valdemar--a place filled magic, honor, and bravery--and the Heralds, and their horse-like companions, who protect this realm from the threat of evil and war. Original."
14845,445408553,The Confession of Brother Haluin,Ellis Peters,1989,Warner Books,Fiction,"Winter arrived early in 1142, bringing with it a heavy snowfall. The safety of the roof at the guest hall of the abbey comes into jeopardy, and the brothers are called upon to effect repairs."
14846,446403636,The Holy Thief: The Nineteenth Chronicle of Brother Cadfael,Ellis Peters,1994,Warner Books,,
14847,067172052X,FALLEN ANGELS,Larry Niven,1991,Baen,Fiction,"After a new United States government has been elected to halt several green house effect programs, a destructive ice age emerges and only two missing Space Hab astronauts hold the key to saving the planet."
14848,671014633,"War Dragons (Star Trek: The Captain's Table, Book 1)",L. A. Graf,1998,Star Trek,,
14849,449130703,The Number of the Beast,Robert Heinlein,1989,Fawcett Books,Fiction,The unusual adventures of four geniuses who are forced to flee their universe when they unexpectedly become the target of alien malevolence
14850,684174693,Farewell to Arms,Ernest Hemingway,,Simon Schuster Trade,,
14851,821772414,Catch of the Day,Marcia Evanick,2002,Zebra Books,Fiction,"Arriving in Misty Harbor, Maine, to renovate a restaurant, Gwen Fletcher finds herself surrounded by potential suitors--especially since she is the only single girl in town--and as she is pursued by a legion of enthusiastic admirers, she realizes that the only man for her is carpenter Daniel Creighton, a man who is adverse to love. Original."
14852,330482203,Dry Bones That Dream (An Inspector Banks Mystery),Peter Robinson,2001,Pan Macmillan,"Banks, Alan (Fictitious character)","It was 2.47am when Chief Inspector Alan Banks arrived at the barn and saw the body of Keith Rothwell for the first time. Only hours earlier two masked men had walked the mild-mannered accountant out of his farmhouse and clinically blasted him with a shotgun. Clearly this is a professional hit - but Keith was hardly the sort of person to make deadly enemies. Or was he? For the police investigation soon raises more questions than answers. And who, exactly, is Robert Calvert? The more Banks scratches the surface, the more he wonders what lies beneath the veneer of the apparently happy Rothwell family. And when his old sparring partner Detective Superintendent Richard Burgess arrives from Scotland Yard, the case takes yet another unexpected twist... 'The novels of Peter Robinson are chilling, evocative, deeply nuanced works of art.' Dennis Lehane 'Peter Robinson's cast of characters is vividly drawn. Well written... highly entertaining.' Scotland on Sunday"
